Chr;Contig_name;Contig_length;Contig_start;Contig_end;ctg_start_sum;ctg_end_sum;Chromosome;Strand;Chromosome_9930;Start_9930;End_9930;Strand_9930;Chromosome_Gy14;Start_Gy14;End_Gy14;Strand_Gy14;Chromosome_blast_9930db;Chromosome_blast_gy14db;Chromosome_according_to_DARTseq_analysis;STC_sequence_id;Chromosome_according_to_FISH_analysis
ctg3664;ctg3664;18845;1;18845;1;18845;;;ctg3664;1;18845;+;ctg3664;1;18845;+;;;;;
ctg3665;ctg3665;21698;1;21698;1;21698;;;ctg3665;1;21698;+;ctg3665;1;21698;+;;;;;
ctg3667;ctg3667;42321;1;42321;1;42321;;;ctg3667;1;42321;+;Chr4_Gy14;12311095;12353415;+;;;;;
ctg3668;ctg3668;17521;1;17521;1;17521;;;ctg3668;1;17521;+;ctg3668;1;17521;+;;;;;
ctg3669;ctg3669;39195;1;39195;1;39195;;;ctg3669;1;39195;+;ctg3669;1;39195;+;;;;;
ctg367;ctg367;15492;1;15492;1;15492;;;ctg367;1;15492;+;ctg367;1;15492;+;;;;;
ctg3671;ctg3671;14018;1;14018;1;14018;;;ctg3671;1;14018;+;ctg3671;1;14018;+;;;;;
ctg3672;ctg3672;14470;1;14470;1;14470;;;ctg3672;1;14470;+;ctg3672;1;14470;+;;;;;
ctg3674;ctg3674;15789;1;15789;1;15789;;;ctg3674;1;15789;+;ctg3674;1;15789;+;;;;;
ctg3675;ctg3675;24972;1;24972;1;24972;;;ctg3675;1;24972;+;ctg3675;1;24972;+;;;;;
ctg3676;ctg3676;20134;1;20134;1;20134;;;ctg3676;1;20134;+;ctg3676;1;20134;+;scaffold73;;;;
ctg3677;ctg3677;62412;1;62412;1;62412;;;ctg3677;1;62412;+;ctg3677;1;62412;+;;;;;
ctg3678;ctg3678;38663;1;38663;1;38663;;;ctg3678;1;38663;+;Chr2_Gy14;18579718;18618380;-;;;;;
ctg3679;ctg3679;21462;1;21462;1;21462;;;ctg3679;1;21462;+;ctg3679;1;21462;+;;;;;
ctg368;ctg368;15427;1;15427;1;15427;;;ctg368;1;15427;+;ctg368;1;15427;+;;;;;
ctg3680;ctg3680;19090;1;19090;1;19090;;;ctg3680;1;19090;+;Chr5_Gy14;16250646;16269735;-;;;;;
ctg3681;ctg3681;41444;1;41444;1;41444;;;ctg3681;1;41444;+;Chr1_Gy14;13853682;13895125;-;;;;;
ctg3682;ctg3682;59973;1;59973;1;59973;;;ctg3682;1;59973;+;ctg3682;1;59973;+;;;;;
ctg3683;ctg3683;37262;1;37262;1;37262;;;ctg3683;1;37262;+;Chr4_Gy14;14595607;14632868;-;;;;;
ctg3685;ctg3685;64818;1;64818;1;64818;;;ctg3685;1;64818;+;ctg3685;1;64818;+;;;;;
ctg3686;ctg3686;19331;1;19331;1;19331;;;ctg3686;1;19331;+;ctg3686;1;19331;+;;;;;
ctg3687;ctg3687;12163;1;12163;1;12163;;;ctg3687;1;12163;+;ctg3687;1;12163;+;;;;;
ctg3688;ctg3688;16166;1;16166;1;16166;;;ctg3688;1;16166;+;ctg3688;1;16166;+;;;;;
ctg3689;ctg3689;24622;1;24622;1;24622;;;ctg3689;1;24622;+;ctg3689;1;24622;+;;;;;
ctg369;ctg369;19213;1;19213;1;19213;;;ctg369;1;19213;+;ctg369;1;19213;+;;;;;
ctg3690;ctg3690;41946;1;41946;1;41946;;;ctg3690;1;41946;+;ctg3690;1;41946;+;;;;;
ctg3691;ctg3691;33732;1;33732;1;33732;;;ctg3691;1;33732;+;ctg3691;1;33732;+;;;;;
ctg3692;ctg3692;8132;1;8132;1;8132;;;ctg3692;1;8132;+;ctg3692;1;8132;+;;;;;
ctg3693;ctg3693;14755;1;14755;1;14755;;;ctg3693;1;14755;+;ctg3693;1;14755;+;;;;;
ctg3694;ctg3694;68994;1;68994;1;68994;;;ctg3694;1;68994;+;Chr4_Gy14;16524506;16593499;+;;;;;
ctg3695;ctg3695;13442;1;13442;1;13442;;;ctg3695;1;13442;+;ctg3695;1;13442;+;;;;;
ctg3696;ctg3696;25505;1;25505;1;25505;;;ctg3696;1;25505;+;ctg3696;1;25505;+;;;;;
ctg3697;ctg3697;23371;1;23371;1;23371;;;ctg3697;1;23371;+;ctg3697;1;23371;+;;;;;
ctg3698;ctg3698;61807;1;61807;1;61807;;;ctg3698;1;61807;+;Chr2_Gy14;18803355;18865161;+;;;;;
ctg3699;ctg3699;7771;1;7771;1;7771;;;ctg3699;1;7771;+;ctg3699;1;7771;+;;;;;
ctg37;ctg37;17645;1;17645;1;17645;;;ctg37;1;17645;+;ctg37;1;17645;+;;;;;
ctg370;ctg370;10606;1;10606;1;10606;;;ctg370;1;10606;+;ctg370;1;10606;+;;;;;
ctg3700;ctg3700;26217;1;26217;1;26217;;;ctg3700;1;26217;+;ctg3700;1;26217;+;;;;;
ctg3702;ctg3702;18362;1;18362;1;18362;;;ctg3702;1;18362;+;Chr2_Gy14;27144063;27162424;+;;;;;
ctg3704;ctg3704;16361;1;16361;1;16361;;;ctg3704;1;16361;+;ctg3704;1;16361;+;;;;;
ctg3705;ctg3705;16904;1;16904;1;16904;;;ctg3705;1;16904;+;Chr4_Gy14;13085887;13102790;+;;;;;
ctg3706;ctg3706;76696;1;76696;1;76696;;;ctg3706;1;76696;+;Chr2_Gy14;19896774;19973469;+;;;;;
ctg3707;ctg3707;31103;1;31103;1;31103;;;ctg3707;1;31103;+;ctg3707;1;31103;+;;;;;
ctg3708;ctg3708;13242;1;13242;1;13242;;;ctg3708;1;13242;+;ctg3708;1;13242;+;;;;;
ctg3709;ctg3709;27847;1;27847;1;27847;;;ctg3709;1;27847;+;ctg3709;1;27847;+;;;;;
ctg371;ctg371;12030;1;12030;1;12030;;;ctg371;1;12030;+;ctg371;1;12030;+;;;;;
ctg3710;ctg3710;21779;1;21779;1;21779;;;ctg3710;1;21779;+;ctg3710;1;21779;+;;;;;
ctg3711;ctg3711;9939;1;9939;1;9939;;;ctg3711;1;9939;+;ctg3711;1;9939;+;;;;;
ctg3713;ctg3713;9041;1;9041;1;9041;;;ctg3713;1;9041;+;ctg3713;1;9041;+;;;;;
ctg3714;ctg3714;18291;1;18291;1;18291;;;ctg3714;1;18291;+;ctg3714;1;18291;+;;;;;
ctg3716;ctg3716;12266;1;12266;1;12266;;;ctg3716;1;12266;+;ctg3716;1;12266;+;;;;;
ctg3718;ctg3718;15910;1;15910;1;15910;;;ctg3718;1;15910;+;ctg3718;1;15910;+;;;;;
ctg3719;ctg3719;47738;1;47738;1;47738;;;ctg3719;1;47738;+;Chr4_Gy14;17789030;17836767;+;;;;;
ctg372;ctg372;14561;1;14561;1;14561;;;ctg372;1;14561;+;ctg372;1;14561;+;;;;;
ctg3720;ctg3720;7443;1;7443;1;7443;;;ctg3720;1;7443;+;ctg3720;1;7443;+;;;;;
ctg3721;ctg3721;43146;1;43146;1;43146;;;ctg3721;1;43146;+;Chr2_Gy14;16298948;16342093;-;;;;;
ctg3723;ctg3723;19122;1;19122;1;19122;;;ctg3723;1;19122;+;ctg3723;1;19122;+;;;;;
ctg3724;ctg3724;33861;1;33861;1;33861;;;ctg3724;1;33861;+;ctg3724;1;33861;+;;;;;
ctg3725;ctg3725;19180;1;19180;1;19180;;;ctg3725;1;19180;+;ctg3725;1;19180;+;;;;;
ctg3726;ctg3726;11810;1;11810;1;11810;;;ctg3726;1;11810;+;ctg3726;1;11810;+;;;;;
ctg3727;ctg3727;44227;1;44227;1;44227;;;ctg3727;1;44227;+;ctg3727;1;44227;+;;;;;
ctg3728;ctg3728;60227;1;60227;1;60227;;;ctg3728;1;60227;+;ctg3728;1;60227;+;;;;;
ctg3729;ctg3729;14629;1;14629;1;14629;;;ctg3729;1;14629;+;ctg3729;1;14629;+;;;;;
ctg373;ctg373;10537;1;10537;1;10537;;;ctg373;1;10537;+;ctg373;1;10537;+;;;;;
ctg3730;ctg3730;11798;1;11798;1;11798;;;ctg3730;1;11798;+;ctg3730;1;11798;+;;;;;
ctg3732;ctg3732;20011;1;20011;1;20011;;;ctg3732;1;20011;+;ctg3732;1;20011;+;;;;;
ctg3733;ctg3733;17337;1;17337;1;17337;;;ctg3733;1;17337;+;Chr7_Gy14;7605073;7622409;+;;;;;
ctg3734;ctg3734;22073;1;22073;1;22073;;;ctg3734;1;22073;+;Chr5_Gy14;16426761;16448833;-;;;;;
ctg3735;ctg3735;12712;1;12712;1;12712;;;ctg3735;1;12712;+;ctg3735;1;12712;+;;;;;
ctg3736;ctg3736;38314;1;38314;1;38314;;;ctg3736;1;38314;+;ctg3736;1;38314;+;;;;;
ctg3738;ctg3738;15894;1;15894;1;15894;;;ctg3738;1;15894;+;Chr7_Gy14;6229574;6245467;-;;;;;
ctg374;ctg374;18399;1;18399;1;18399;;;ctg374;1;18399;+;ctg374;1;18399;+;;;;;
ctg3740;ctg3740;12573;1;12573;1;12573;;;ctg3740;1;12573;+;ctg3740;1;12573;+;;;;;
ctg3741;ctg3741;15283;1;15283;1;15283;;;ctg3741;1;15283;+;ctg3741;1;15283;+;;;;;
ctg3744;ctg3744;12091;1;12091;1;12091;;;ctg3744;1;12091;+;ctg3744;1;12091;+;;;;;
ctg3748;ctg3748;45480;1;45480;1;45480;;;ctg3748;1;45480;+;Chr2_Gy14;19794061;19839540;-;;;;;
ctg3749;ctg3749;18240;1;18240;1;18240;;;ctg3749;1;18240;+;ctg3749;1;18240;+;;;;;
ctg375;ctg375;16612;1;16612;1;16612;;;ctg375;1;16612;+;ctg375;1;16612;+;;;;;
ctg3750;ctg3750;81451;1;81451;1;81451;;;ctg3750;1;81451;+;Chr5_Gy14;16325233;16406683;+;;;;;
ctg3751;ctg3751;48401;1;48401;1;48401;;;ctg3751;1;48401;+;Chr2_Gy14;23191462;23239862;-;;;;;
ctg3752;ctg3752;56285;1;56285;1;56285;;;ctg3752;1;56285;+;ctg3752;1;56285;+;;;;;
ctg3753;ctg3753;11772;1;11772;1;11772;;;ctg3753;1;11772;+;ctg3753;1;11772;+;;;;;
ctg3754;ctg3754;34407;1;34407;1;34407;;;ctg3754;1;34407;+;Chr7_Gy14;6245568;6279974;-;;;;;
ctg3755;ctg3755;14217;1;14217;1;14217;;;ctg3755;1;14217;+;ctg3755;1;14217;+;;;;;
ctg3756;ctg3756;13104;1;13104;1;13104;;;ctg3756;1;13104;+;ctg3756;1;13104;+;;;;;
ctg3758;ctg3758;20708;1;20708;1;20708;;;ctg3758;1;20708;+;ctg3758;1;20708;+;;;;;
ctg3759;ctg3759;11297;1;11297;1;11297;;;ctg3759;1;11297;+;ctg3759;1;11297;+;;;;;
ctg376;ctg376;14288;1;14288;1;14288;;;ctg376;1;14288;+;ctg376;1;14288;+;;;;;
ctg3760;ctg3760;9090;1;9090;1;9090;;;ctg3760;1;9090;+;ctg3760;1;9090;+;;;;;
ctg3761;ctg3761;48901;1;48901;1;48901;;;ctg3761;1;48901;+;Chr2_Gy14;24753988;24802888;+;;;;;
ctg3762;ctg3762;25803;1;25803;1;25803;;;ctg3762;1;25803;+;ctg3762;1;25803;+;;;;;
ctg3763;ctg3763;39275;1;39275;1;39275;;;ctg3763;1;39275;+;Chr2_Gy14;21926459;21965733;+;;;;;
ctg3764;ctg3764;14262;1;14262;1;14262;;;ctg3764;1;14262;+;ctg3764;1;14262;+;;;;;
ctg3765;ctg3765;14211;1;14211;1;14211;;;ctg3765;1;14211;+;ctg3765;1;14211;+;;;;;
ctg3767;ctg3767;16622;1;16622;1;16622;;;ctg3767;1;16622;+;ctg3767;1;16622;+;;;;;
ctg3768;ctg3768;87990;1;87990;1;87990;;;ctg3768;1;87990;+;Chr4_Gy14;16436416;16524405;+;;;;;
ctg3769;ctg3769;20263;1;20263;1;20263;;;ctg3769;1;20263;+;ctg3769;1;20263;+;;;;;
ctg377;ctg377;20215;1;20215;1;20215;;;ctg377;1;20215;+;Chr2_Gy14;22925006;22945220;+;;;;;
ctg3770;ctg3770;41927;1;41927;1;41927;;;ctg3770;1;41927;+;ctg3770;1;41927;+;;;;;
ctg3771;ctg3771;47381;1;47381;1;47381;;;ctg3771;1;47381;+;Chr5_Gy14;18797603;18844983;+;;;;;
ctg3772;ctg3772;23599;1;23599;1;23599;;;ctg3772;1;23599;+;ctg3772;1;23599;+;;;;;
ctg3773;ctg3773;38659;1;38659;1;38659;;;ctg3773;1;38659;+;ctg3773;1;38659;+;scaffold112;;;;
ctg3774;ctg3774;28889;1;28889;1;28889;;;ctg3774;1;28889;+;Chr4_Gy14;13658805;13687693;-;;;;;
ctg3775;ctg3775;21261;1;21261;1;21261;;;ctg3775;1;21261;+;ctg3775;1;21261;+;;;;;
ctg3776;ctg3776;41361;1;41361;1;41361;;;ctg3776;1;41361;+;ctg3776;1;41361;+;;;;;
ctg3778;ctg3778;22513;1;22513;1;22513;;;ctg3778;1;22513;+;Chr7_Gy14;7403454;7425966;-;;;;;
ctg3780;ctg3780;36488;1;36488;1;36488;;;ctg3780;1;36488;+;ctg3780;1;36488;+;;;;;
ctg3782;ctg3782;13079;1;13079;1;13079;;;ctg3782;1;13079;+;Chr4_Gy14;12220990;12234068;-;;;;;
ctg3783;ctg3783;57822;1;57822;1;57822;;;ctg3783;1;57822;+;Chr1_Gy14;15312054;15369875;-;;;;;
ctg3784;ctg3784;19877;1;19877;1;19877;;;ctg3784;1;19877;+;Chr5_Gy14;16406784;16426660;-;;;;;
ctg3785;ctg3785;19457;1;19457;1;19457;;;ctg3785;1;19457;+;Chr1_Gy14;18190321;18209777;-;;;;;
ctg3786;ctg3786;62692;1;62692;1;62692;;;ctg3786;1;62692;+;Chr7_Gy14;9111038;9173729;+;;;;;
ctg3787;ctg3787;13619;1;13619;1;13619;;;ctg3787;1;13619;+;ctg3787;1;13619;+;;;;;
ctg3788;ctg3788;7200;1;7200;1;7200;;;ctg3788;1;7200;+;ctg3788;1;7200;+;;;;;
ctg3789;ctg3789;31206;1;31206;1;31206;;;ctg3789;1;31206;+;ctg3789;1;31206;+;scaffold86;;;;
ctg379;ctg379;16400;1;16400;1;16400;;;ctg379;1;16400;+;ctg379;1;16400;+;;;;;
ctg3790;ctg3790;13230;1;13230;1;13230;;;ctg3790;1;13230;+;ctg3790;1;13230;+;;;;;
ctg3791;ctg3791;36741;1;36741;1;36741;;;ctg3791;1;36741;+;ctg3791;1;36741;+;;;;;
ctg3792;ctg3792;26948;1;26948;1;26948;;;ctg3792;1;26948;+;ctg3792;1;26948;+;;;;;
ctg3793;ctg3793;41989;1;41989;1;41989;;;ctg3793;1;41989;+;Chr2_Gy14;17432936;17474924;+;;;;;
ctg3795;ctg3795;13676;1;13676;1;13676;;;ctg3795;1;13676;+;ctg3795;1;13676;+;;;;;
ctg3796;ctg3796;17113;1;17113;1;17113;;;ctg3796;1;17113;+;ctg3796;1;17113;+;;;;;
ctg3797;ctg3797;15689;1;15689;1;15689;;;ctg3797;1;15689;+;ctg3797;1;15689;+;;;;;
ctg3798;ctg3798;19599;1;19599;1;19599;;;ctg3798;1;19599;+;ctg3798;1;19599;+;;;;;
ctg3799;ctg3799;42482;1;42482;1;42482;;;ctg3799;1;42482;+;Chr7_Gy14;7562491;7604972;+;;;;;
ctg38;ctg38;12923;1;12923;1;12923;;;ctg38;1;12923;+;ctg38;1;12923;+;;;;;
ctg380;ctg380;11549;1;11549;1;11549;;;ctg380;1;11549;+;Chr1_Gy14;22411755;22423303;-;scaffold18_1;;;;
ctg3800;ctg3800;25777;1;25777;1;25777;;;ctg3800;1;25777;+;ctg3800;1;25777;+;;;;;
ctg3801;ctg3801;21183;1;21183;1;21183;;;ctg3801;1;21183;+;ctg3801;1;21183;+;;;;;
ctg3803;ctg3803;10336;1;10336;1;10336;;;ctg3803;1;10336;+;ctg3803;1;10336;+;;;;;
ctg3804;ctg3804;14243;1;14243;1;14243;;;ctg3804;1;14243;+;ctg3804;1;14243;+;;;;;
ctg3805;ctg3805;14007;1;14007;1;14007;;;ctg3805;1;14007;+;ctg3805;1;14007;+;;;;;
ctg3806;ctg3806;6537;1;6537;1;6537;;;ctg3806;1;6537;+;ctg3806;1;6537;+;;;;;
ctg3807;ctg3807;18358;1;18358;1;18358;;;ctg3807;1;18358;+;ctg3807;1;18358;+;;;;;
ctg3808;ctg3808;10583;1;10583;1;10583;;;ctg3808;1;10583;+;ctg3808;1;10583;+;;;;;
ctg3809;ctg3809;13722;1;13722;1;13722;;;ctg3809;1;13722;+;ctg3809;1;13722;+;;;;;
ctg3810;ctg3810;50775;1;50775;1;50775;;;ctg3810;1;50775;+;ctg3810;1;50775;+;;;;;
ctg3811;ctg3811;57988;1;57988;1;57988;;;ctg3811;1;57988;+;Chr2_Gy14;21806616;21864603;-;;;;;
ctg3812;ctg3812;22325;1;22325;1;22325;;;ctg3812;1;22325;+;ctg3812;1;22325;+;;;;;
ctg3813;ctg3813;24968;1;24968;1;24968;;;ctg3813;1;24968;+;ctg3813;1;24968;+;;;;;
ctg3814;ctg3814;19054;1;19054;1;19054;;;ctg3814;1;19054;+;ctg3814;1;19054;+;;;;;
ctg3815;ctg3815;19983;1;19983;1;19983;;;ctg3815;1;19983;+;ctg3815;1;19983;+;;;;;
ctg3816;ctg3816;16186;1;16186;1;16186;;;ctg3816;1;16186;+;ctg3816;1;16186;+;;;;;
ctg3817;ctg3817;23249;1;23249;1;23249;;;ctg3817;1;23249;+;ctg3817;1;23249;+;;;;;
ctg3818;ctg3818;10036;1;10036;1;10036;;;ctg3818;1;10036;+;ctg3818;1;10036;+;;;;;
ctg3819;ctg3819;41436;1;41436;1;41436;;;ctg3819;1;41436;+;ctg3819;1;41436;+;;;;;
ctg382;ctg382;24096;1;24096;1;24096;;;ctg382;1;24096;+;ctg382;1;24096;+;;;;;
ctg3820;ctg3820;23021;1;23021;1;23021;;;ctg3820;1;23021;+;ctg3820;1;23021;+;;;;;
ctg3821;ctg3821;44923;1;44923;1;44923;;;ctg3821;1;44923;+;ctg3821;1;44923;+;;;;;
ctg3822;ctg3822;22660;1;22660;1;22660;;;ctg3822;1;22660;+;ctg3822;1;22660;+;;;;;
ctg3823;ctg3823;21782;1;21782;1;21782;;;ctg3823;1;21782;+;ctg3823;1;21782;+;;;;;
ctg3824;ctg3824;10671;1;10671;1;10671;;;ctg3824;1;10671;+;ctg3824;1;10671;+;;;;;
ctg3825;ctg3825;10664;1;10664;1;10664;;;ctg3825;1;10664;+;ctg3825;1;10664;+;;;;;
ctg3826;ctg3826;18047;1;18047;1;18047;;;ctg3826;1;18047;+;ctg3826;1;18047;+;;;;;
ctg3827;ctg3827;29786;1;29786;1;29786;;;ctg3827;1;29786;+;ctg3827;1;29786;+;;;;;
ctg3828;ctg3828;39113;1;39113;1;39113;;;ctg3828;1;39113;+;Chr2_Gy14;25045763;25084875;+;;;;;
ctg383;ctg383;18308;1;18308;1;18308;;;ctg383;1;18308;+;ctg383;1;18308;+;;;;;
ctg3830;ctg3830;23607;1;23607;1;23607;;;ctg3830;1;23607;+;ctg3830;1;23607;+;;;;;
ctg3831;ctg3831;33933;1;33933;1;33933;;;ctg3831;1;33933;+;ctg3831;1;33933;+;;;;;
ctg3832;ctg3832;23121;1;23121;1;23121;;;ctg3832;1;23121;+;ctg3832;1;23121;+;;;;;
ctg3833;ctg3833;36416;1;36416;1;36416;;;ctg3833;1;36416;+;ctg3833;1;36416;+;;;;;
ctg3834;ctg3834;19798;1;19798;1;19798;;;ctg3834;1;19798;+;ctg3834;1;19798;+;;;;;
ctg3835;ctg3835;11039;1;11039;1;11039;;;ctg3835;1;11039;+;ctg3835;1;11039;+;;;;;
ctg3836;ctg3836;37737;1;37737;1;37737;;;ctg3836;1;37737;+;ctg3836;1;37737;+;;;;;
ctg3837;ctg3837;15507;1;15507;1;15507;;;ctg3837;1;15507;+;Chr5_Gy14;16026795;16042301;-;;;;;
ctg3838;ctg3838;14269;1;14269;1;14269;;;ctg3838;1;14269;+;ctg3838;1;14269;+;;;;;
ctg3839;ctg3839;10621;1;10621;1;10621;;;ctg3839;1;10621;+;ctg3839;1;10621;+;;;;;
ctg3840;ctg3840;12601;1;12601;1;12601;;;ctg3840;1;12601;+;ctg3840;1;12601;+;;;;;
ctg3841;ctg3841;10840;1;10840;1;10840;;;ctg3841;1;10840;+;ctg3841;1;10840;+;;;;;
ctg3842;ctg3842;51510;1;51510;1;51510;;;ctg3842;1;51510;+;Chr1_Gy14;13994638;14046147;-;;;;;
ctg3843;ctg3843;29083;1;29083;1;29083;;;ctg3843;1;29083;+;ctg3843;1;29083;+;;;;;
ctg3844;ctg3844;30007;1;30007;1;30007;;;ctg3844;1;30007;+;ctg3844;1;30007;+;;;;;
ctg3845;ctg3845;7243;1;7243;1;7243;;;ctg3845;1;7243;+;ctg3845;1;7243;+;;;;;
ctg3846;ctg3846;29934;1;29934;1;29934;;;ctg3846;1;29934;+;ctg3846;1;29934;+;;;;;
ctg3847;ctg3847;13905;1;13905;1;13905;;;ctg3847;1;13905;+;ctg3847;1;13905;+;;;;;
ctg3848;ctg3848;43346;1;43346;1;43346;;;ctg3848;1;43346;+;ctg3848;1;43346;+;;;;;
ctg3849;ctg3849;34908;1;34908;1;34908;;;ctg3849;1;34908;+;ctg3849;1;34908;+;;;;;
ctg385;ctg385;18015;1;18015;1;18015;;;ctg385;1;18015;+;ctg385;1;18015;+;;;;;
ctg3850;ctg3850;35559;1;35559;1;35559;;;ctg3850;1;35559;+;Chr2_Gy14;20681853;20717411;+;;;;;
ctg3852;ctg3852;26469;1;26469;1;26469;;;ctg3852;1;26469;+;ctg3852;1;26469;+;;;;;
ctg3853;ctg3853;23941;1;23941;1;23941;;;ctg3853;1;23941;+;ctg3853;1;23941;+;;;;;
ctg3854;ctg3854;16645;1;16645;1;16645;;;ctg3854;1;16645;+;ctg3854;1;16645;+;;;;;
ctg3855;ctg3855;19098;1;19098;1;19098;;;ctg3855;1;19098;+;ctg3855;1;19098;+;;;;;
ctg3856;ctg3856;49015;1;49015;1;49015;;;ctg3856;1;49015;+;Chr1_Gy14;13385742;13434756;-;;;;;
ctg3857;ctg3857;30089;1;30089;1;30089;;;ctg3857;1;30089;+;ctg3857;1;30089;+;;;;;
ctg3858;ctg3858;17824;1;17824;1;17824;;;ctg3858;1;17824;+;ctg3858;1;17824;+;;;;;
ctg3859;ctg3859;16121;1;16121;1;16121;;;ctg3859;1;16121;+;ctg3859;1;16121;+;;;;;
ctg386;ctg386;20399;1;20399;1;20399;;;ctg386;1;20399;+;ctg386;1;20399;+;;;;;
ctg3860;ctg3860;26666;1;26666;1;26666;;;ctg3860;1;26666;+;ctg3860;1;26666;+;;;;;
ctg3861;ctg3861;17793;1;17793;1;17793;;;ctg3861;1;17793;+;ctg3861;1;17793;+;;;;;
ctg3862;ctg3862;24928;1;24928;1;24928;;;ctg3862;1;24928;+;ctg3862;1;24928;+;;;;;
ctg3863;ctg3863;19169;1;19169;1;19169;;;ctg3863;1;19169;+;ctg3863;1;19169;+;;;;;
ctg3864;ctg3864;32297;1;32297;1;32297;;;ctg3864;1;32297;+;ctg3864;1;32297;+;;;;;
ctg3865;ctg3865;14468;1;14468;1;14468;;;ctg3865;1;14468;+;ctg3865;1;14468;+;;Chr0;;;
ctg3866;ctg3866;21846;1;21846;1;21846;;;ctg3866;1;21846;+;ctg3866;1;21846;+;;;;;
ctg3867;ctg3867;28493;1;28493;1;28493;;;ctg3867;1;28493;+;Chr7_Gy14;7768751;7797243;+;;;;;
ctg3868;ctg3868;41565;1;41565;1;41565;;;ctg3868;1;41565;+;ctg3868;1;41565;+;;;;;
ctg3869;ctg3869;13088;1;13088;1;13088;;;ctg3869;1;13088;+;ctg3869;1;13088;+;;;;;
ctg387;ctg387;20136;1;20136;1;20136;;;ctg387;1;20136;+;ctg387;1;20136;+;;;;;
ctg3871;ctg3871;22034;1;22034;1;22034;;;ctg3871;1;22034;+;ctg3871;1;22034;+;;;;;
ctg3872;ctg3872;12622;1;12622;1;12622;;;ctg3872;1;12622;+;ctg3872;1;12622;+;;;;;
ctg3873;ctg3873;25969;1;25969;1;25969;;;ctg3873;1;25969;+;ctg3873;1;25969;+;;;;;
ctg3874;ctg3874;36921;1;36921;1;36921;;;ctg3874;1;36921;+;ctg3874;1;36921;+;;;;;
ctg3875;ctg3875;14548;1;14548;1;14548;;;ctg3875;1;14548;+;ctg3875;1;14548;+;;;;;
ctg3876;ctg3876;47792;1;47792;1;47792;;;ctg3876;1;47792;+;ctg3876;1;47792;+;;;;;
ctg3877;ctg3877;21664;1;21664;1;21664;;;ctg3877;1;21664;+;Chr5_Gy14;15714948;15736611;+;;;;;
ctg3878;ctg3878;9435;1;9435;1;9435;;;ctg3878;1;9435;+;ctg3878;1;9435;+;;;;;
ctg3881;ctg3881;32489;1;32489;1;32489;;;ctg3881;1;32489;+;Chr3_Gy14;23171523;23204011;+;;;;;
ctg3882;ctg3882;14603;1;14603;1;14603;;;ctg3882;1;14603;+;ctg3882;1;14603;+;;;;;
ctg3883;ctg3883;10642;1;10642;1;10642;;;ctg3883;1;10642;+;ctg3883;1;10642;+;;;;;
ctg3884;ctg3884;26444;1;26444;1;26444;;;ctg3884;1;26444;+;ctg3884;1;26444;+;;;;;
ctg3885;ctg3885;17674;1;17674;1;17674;;;ctg3885;1;17674;+;ctg3885;1;17674;+;;;;;
ctg3886;ctg3886;38502;1;38502;1;38502;;;ctg3886;1;38502;+;ctg3886;1;38502;+;;;;;
ctg3888;ctg3888;79675;1;79675;1;79675;;;ctg3888;1;79675;+;Chr7_Gy14;8064052;8143726;-;;;;;
ctg3889;ctg3889;15450;1;15450;1;15450;;;ctg3889;1;15450;+;ctg3889;1;15450;+;;;;;
ctg389;ctg389;17925;1;17925;1;17925;;;ctg389;1;17925;+;Chr4_Gy14;16840338;16858262;-;;;;;
ctg3890;ctg3890;26375;1;26375;1;26375;;;ctg3890;1;26375;+;ctg3890;1;26375;+;;;;;
ctg3891;ctg3891;14835;1;14835;1;14835;;;ctg3891;1;14835;+;Chr7_Gy14;7520808;7535642;-;;;;;
ctg3892;ctg3892;84810;1;84810;1;84810;;;ctg3892;1;84810;+;ctg3892;1;84810;+;;;;;
ctg3893;ctg3893;12563;1;12563;1;12563;;;ctg3893;1;12563;+;ctg3893;1;12563;+;;;;;
ctg3894;ctg3894;32683;1;32683;1;32683;;;ctg3894;1;32683;+;Chr7_Gy14;6651247;6683929;+;;;;;
ctg3895;ctg3895;14138;1;14138;1;14138;;;ctg3895;1;14138;+;ctg3895;1;14138;+;;;;;
ctg3896;ctg3896;17398;1;17398;1;17398;;;ctg3896;1;17398;+;ctg3896;1;17398;+;;;;;
ctg3897;ctg3897;13518;1;13518;1;13518;;;ctg3897;1;13518;+;ctg3897;1;13518;+;;;;;
ctg3899;ctg3899;13168;1;13168;1;13168;;;ctg3899;1;13168;+;ctg3899;1;13168;+;;;;;
ctg39;ctg39;18906;1;18906;1;18906;;;ctg39;1;18906;+;Chr5_Gy14;15581037;15599942;-;;;;;
ctg390;ctg390;18840;1;18840;1;18840;;;ctg390;1;18840;+;ctg390;1;18840;+;;;;;
ctg3900;ctg3900;23177;1;23177;1;23177;;;ctg3900;1;23177;+;ctg3900;1;23177;+;;;;;
ctg3901;ctg3901;8400;1;8400;1;8400;;;ctg3901;1;8400;+;ctg3901;1;8400;+;;;;;
ctg3902;ctg3902;11433;1;11433;1;11433;;;ctg3902;1;11433;+;ctg3902;1;11433;+;;;;;
ctg3904;ctg3904;15673;1;15673;1;15673;;;ctg3904;1;15673;+;ctg3904;1;15673;+;;;;;
ctg3905;ctg3905;10493;1;10493;1;10493;;;ctg3905;1;10493;+;ctg3905;1;10493;+;;;;;
ctg3906;ctg3906;21714;1;21714;1;21714;;;ctg3906;1;21714;+;ctg3906;1;21714;+;;;;;
